name,root_url,ecosystems,separator,found_repos
powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,"Go, PyPI",-,"powertools-lambda-dotnet, powertools-lambda-java, powertools-lambda-python, powertools-lambda-typescript"
simple-graph-pypi,https://github.com/dpapathanasiou/simple-graph-pypi,Go,-,"simple-graph-go, simple-graph-pypi"
protovalidate-python,https://github.com/bufbuild/protovalidate-python,"Go, PyPI",-,"protovalidate-go, protovalidate-java, protovalidate-python"
nebula-python,https://github.com/vesoft-inc/nebula-python,"Go, PyPI",-,"nebula-cpp, nebula-go, nebula-java, nebula-python, nebula-rust"
browser-use,https://github.com/browser-use/browser-use,"Go, PyPI",-,"browser-use-node, browser-use-python"
pocketsphinx,https://github.com/cmusphinx/pocketsphinx,Go,-,"pocketsphinx-go, pocketsphinx-python, pocketsphinx-rs, pocketsphinx-ruby"
reindexer,https://github.com/restream/reindexer,Go,-,"reindexer-java, reindexer-py"
apitally-py,https://github.com/apitally/apitally-py,"Go, PyPI",-,"apitally-dotnet, apitally-go, apitally-java, apitally-js, apitally-py"
databend,https://github.com/databendlabs/databend,Go,-,"databend-go, databend-py"
threatspec,https://github.com/threatspec/threatspec,"Go, PyPI",-,"threatspec-go, threatspec-js"
rules_python,https://github.com/bazel-contrib/rules_python,"Go, PyPI",_,"rules_dotnet, rules_go, rules_jvm, rules_nodejs, rules_perl, rules_python, rules_ruby, rules_scala"
a7p,https://github.com/o-murphy/a7p,"Go, PyPI",-,"a7p-go, a7p-js"
alpaca-py,https://github.com/alpacahq/alpaca-py,"Go, PyPI",-,"alpaca-py, alpaca-ts"
logfire-mcp,https://github.com/pydantic/logfire-mcp,"Go, PyPI",-,"logfire-js, logfire-rust"
aws-iot-device-sdk-python,https://github.com/aws/aws-iot-device-sdk-python,Go,-,"aws-iot-device-sdk-cpp, aws-iot-device-sdk-java, aws-iot-device-sdk-js, aws-iot-device-sdk-python, aws-iot-device-sdk-swift"
groq-python,https://github.com/groq/groq-python,"Go, PyPI",-,"groq-python, groq-typescript"
astarte-device-sdk-python,https://github.com/astarte-platform/astarte-device-sdk-python,"Go, PyPI",-,"astarte-device-sdk-cpp, astarte-device-sdk-csharp, astarte-device-sdk-elixir, astarte-device-sdk-go, astarte-device-sdk-java, astarte-device-sdk-python, astarte-device-sdk-rust"
awesome-finder,https://github.com/mingrammer/awesome-finder,"Go, PyPI",-,"awesome-go, awesome-python"
excelize-py,https://github.com/xuri/excelize-py,"Go, PyPI",-,"excelize-cs, excelize-py, excelize-rs"
hjson-py,https://github.com/hjson/hjson-py,Go,-,"hjson-cpp, hjson-cs, hjson-go, hjson-java, hjson-js, hjson-lua, hjson-php, hjson-py, hjson-rb, hjson-rust"
firebase-admin-python,https://github.com/firebase/firebase-admin-python,"Go, PyPI",-,"firebase-admin-dotnet, firebase-admin-go, firebase-admin-java, firebase-admin-node, firebase-admin-python"
unitsnet-py,https://github.com/haimkastner/unitsnet-py,"Go, PyPI",-,"unitsnet-go, unitsnet-js, unitsnet-py"
hypothesis-python,https://github.com/hypothesisworks/hypothesis-python,Go,-,"hypothesis-java, hypothesis-ruby"
opentelemetry-python,https://github.com/open-telemetry/opentelemetry-python,"Go, PyPI",-,"opentelemetry-cpp, opentelemetry-dotnet, opentelemetry-erlang, opentelemetry-go, opentelemetry-java, opentelemetry-js, opentelemetry-kotlin, opentelemetry-php, opentelemetry-python, opentelemetry-ruby, opentelemetry-rust, opentelemetry-swift"
rncryptor-python,https://github.com/rncryptor/rncryptor-python,Go,-,"rncryptor-hs, rncryptor-js, rncryptor-rs"
embedly-python,https://github.com/embedly/embedly-python,"Go, PyPI",-,"embedly-java, embedly-node, embedly-php, embedly-python, embedly-ruby"
disqus-python,https://github.com/disqus/disqus-python,Go,-,"disqus-php, disqus-python"
typesense-python,https://github.com/typesense/typesense-python,"Go, PyPI",-,"typesense-dart, typesense-go, typesense-java, typesense-js, typesense-php, typesense-python, typesense-ruby, typesense-rust, typesense-swift"
quickchart-python,https://github.com/typpo/quickchart-python,"Go, PyPI",-,"quickchart-csharp, quickchart-java, quickchart-js, quickchart-php, quickchart-python, quickchart-ruby"
iceberg-python,https://github.com/apache/iceberg-python,"Go, PyPI",-,"iceberg-cpp, iceberg-go, iceberg-python, iceberg-rust"
reggae-python,https://github.com/atilaneves/reggae-python,"Go, PyPI",-,"reggae-js, reggae-lua, reggae-python, reggae-ruby"
sentinelhub-py,https://github.com/sentinel-hub/sentinelhub-py,"Go, PyPI",-,"sentinelhub-js, sentinelhub-py"
webview_python,https://github.com/congzhangzh/webview_python,Go,_,"webview_csharp, webview_python"
mne-python,https://github.com/mne-tools/mne-python,Go,-,"mne-cpp, mne-python, mne-r"
altcha-lib-py,https://github.com/altcha-org/altcha-lib-py,"Go, PyPI",-,"altcha-lib-ex, altcha-lib-go, altcha-lib-java, altcha-lib-php, altcha-lib-py, altcha-lib-rb"
sdk-python,https://github.com/restatedev/sdk-python,"Go, PyPI",-,"sdk-go, sdk-java, sdk-python, sdk-rust, sdk-typescript"
pan-os-python,https://github.com/paloaltonetworks/pan-os-python,Go,-,"pan-os-php, pan-os-python"
eventbrite-sdk-python,https://github.com/eventbrite/eventbrite-sdk-python,"Go, PyPI",-,"eventbrite-sdk-javascript, eventbrite-sdk-php, eventbrite-sdk-python, eventbrite-sdk-ruby"
docling,https://github.com/docling-project/docling,"Go, PyPI",-,"docling-java, docling-ts"
uncurl_python,https://github.com/yjzhang/uncurl_python,"Go, PyPI",_,"uncurl_net, uncurl_python"
splunk-otel-python,https://github.com/signalfx/splunk-otel-python,"Go, PyPI",-,"splunk-otel-cpp, splunk-otel-dotnet, splunk-otel-flutter, splunk-otel-go, splunk-otel-java, splunk-otel-js, splunk-otel-python, splunk-otel-ruby"
ta-lib-python,https://github.com/ta-lib/ta-lib-python,Go,-,"ta-lib-python, ta-lib-ruby"
opentelemetry-operations-python,https://github.com/googlecloudplatform/opentelemetry-operations-python,Go,-,"opentelemetry-operations-cpp, opentelemetry-operations-go, opentelemetry-operations-java, opentelemetry-operations-js, opentelemetry-operations-python, opentelemetry-operations-ruby"
opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,"Go, PyPI",-,"opentelemetry-cpp, opentelemetry-dotnet, opentelemetry-erlang, opentelemetry-go, opentelemetry-java, opentelemetry-js, opentelemetry-kotlin, opentelemetry-php, opentelemetry-python, opentelemetry-ruby, opentelemetry-rust, opentelemetry-swift"
uplink-python,https://github.com/storj-thirdparty/uplink-python,"Go, PyPI",-,"uplink-js, uplink-nodejs, uplink-php, uplink-python, uplink-ruby, uplink-rust, uplink-swift"
openleadr-python,https://github.com/openleadr/openleadr-python,"Go, PyPI",-,"openleadr-python, openleadr-rs"
openrouteservice-py,https://github.com/giscience/openrouteservice-py,Go,-,"openrouteservice-java, openrouteservice-js, openrouteservice-py, openrouteservice-r"
autoprotocol-python,https://github.com/autoprotocol/autoprotocol-python,"Go, PyPI",-,"autoprotocol-js, autoprotocol-python"
jpholiday,https://github.com/lalcs/jpholiday,Go,-,"jpholiday-kotlin, jpholiday-rust"
docling-parse,https://github.com/docling-project/docling-parse,"Go, PyPI",-,"docling-java, docling-ts"
hiddenlayer-sdk-python,https://github.com/hiddenlayerai/hiddenlayer-sdk-python,"Go, PyPI",-,"hiddenlayer-sdk-java, hiddenlayer-sdk-python, hiddenlayer-sdk-typescript"
cyclonedx-python,https://github.com/cyclonedx/cyclonedx-python,Go,-,"cyclonedx-dotnet, cyclonedx-go, cyclonedx-python"
barrister,https://github.com/coopernurse/barrister,"Go, PyPI",-,"barrister-clj, barrister-go, barrister-java, barrister-js, barrister-maven, barrister-php, barrister-ruby"
connect-python,https://github.com/connectrpc/connect-python,"Go, PyPI",-,"connect-dart, connect-go, connect-kotlin, connect-python, connect-swift"
ceph-deploy,https://github.com/ceph/ceph-deploy,"Go, PyPI",-,"ceph-ruby, ceph-rust"
arrow-nanoarrow,https://github.com/apache/arrow-nanoarrow,"Go, PyPI",-,"arrow-dotnet, arrow-go, arrow-java, arrow-js, arrow-rs, arrow-swift"
rapidfuzz,https://github.com/rapidfuzz/rapidfuzz,Go,-,"rapidfuzz-cpp, rapidfuzz-rs"
sqlite-vector,https://github.com/asg017/sqlite-vector,"Go, PyPI",-,"sqlite-ml, sqlite-python"
airbrake,https://github.com/airbrake/airbrake,"Go, Ruby",-,"airbrake-go, airbrake-java, airbrake-js, airbrake-php, airbrake-python, airbrake-ruby"
cucumber-ruby-core,https://github.com/cucumber/cucumber-ruby-core,"Go, Ruby",-,"cucumber-cpp, cucumber-js, cucumber-jvm, cucumber-lua, cucumber-node, cucumber-ruby"
gauge-ruby,https://github.com/getgauge/gauge-ruby,"Go, Ruby",-,"gauge-csharp, gauge-dotnet, gauge-java, gauge-js, gauge-python, gauge-ruby, gauge-ts"
recog,https://github.com/rapid7/recog,Go,-,"recog-java, recog-ruby"
algoliasearch-client-ruby,https://github.com/algolia/algoliasearch-client-ruby,"Go, Ruby",-,"algoliasearch-client-csharp, algoliasearch-client-dart, algoliasearch-client-go, algoliasearch-client-java, algoliasearch-client-javascript, algoliasearch-client-kotlin, algoliasearch-client-node, algoliasearch-client-php, algoliasearch-client-python, algoliasearch-client-ruby, algoliasearch-client-scala, algoliasearch-client-swift"
anycable-rails,https://github.com/anycable/anycable-rails,Go,-,"anycable-go, anycable-rb"
braintree_ruby,https://github.com/braintree/braintree_ruby,"Go, Ruby",_,"braintree_dotnet, braintree_java, braintree_node, braintree_perl, braintree_php, braintree_python, braintree_ruby"
bugsnag-ruby,https://github.com/bugsnag/bugsnag-ruby,Go,-,"bugsnag-dotnet, bugsnag-flutter, bugsnag-go, bugsnag-java, bugsnag-js, bugsnag-node, bugsnag-php, bugsnag-python, bugsnag-ruby"
octokit.rb,https://github.com/octokit/octokit.rb,"Go, Ruby",.,"octokit.js, octokit.net, octokit.rb"
elasticsearch-ruby,https://github.com/elastic/elasticsearch-ruby,Go,-,"elasticsearch-groovy, elasticsearch-java, elasticsearch-js, elasticsearch-net, elasticsearch-perl, elasticsearch-php, elasticsearch-py, elasticsearch-rs, elasticsearch-ruby"
elastic-transport-ruby,https://github.com/elastic/elastic-transport-ruby,"Go, Ruby",-,"elastic-transport-go, elastic-transport-js, elastic-transport-net, elastic-transport-php, elastic-transport-python, elastic-transport-ruby"
websocket-driver-ruby,https://github.com/faye/websocket-driver-ruby,Go,-,"websocket-driver-node, websocket-driver-ruby"
websocket-extensions-ruby,https://github.com/faye/websocket-extensions-ruby,"Go, Ruby",-,"websocket-extensions-node, websocket-extensions-ruby"
redis-rb,https://github.com/redis/redis-rb,Go,-,"redis-py, redis-rb"
fuzzyurl.rb,https://github.com/gamache/fuzzyurl.rb,"Go, Ruby",.,"fuzzyurl.ex, fuzzyurl.js, fuzzyurl.rb"
twilio-ruby,https://github.com/twilio/twilio-ruby,"Go, Ruby",-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
pgvector-ruby,https://github.com/pgvector/pgvector-ruby,"Go, Ruby",-,"pgvector-c, pgvector-cpp, pgvector-dart, pgvector-dotnet, pgvector-elixir, pgvector-erlang, pgvector-go, pgvector-haskell, pgvector-java, pgvector-lua, pgvector-node, pgvector-ocaml, pgvector-perl, pgvector-php, pgvector-python, pgvector-r, pgvector-ruby, pgvector-rust, pgvector-swift"
disco,https://github.com/ankane/disco,"Go, Ruby",-,"disco-cpp, disco-dotnet, disco-go, disco-java, disco-node, disco-php, disco-rust"
ngt-ruby,https://github.com/ankane/ngt-ruby,"Go, Ruby",-,"ngt-php, ngt-ruby"
iuliia-rb,https://github.com/adnikiforov/iuliia-rb,"Go, Ruby",-,"iuliia-clj, iuliia-ex, iuliia-rb, iuliia-rust"
cerbos-sdk-ruby,https://github.com/cerbos/cerbos-sdk-ruby,"Go, Ruby",-,"cerbos-sdk-go, cerbos-sdk-java, cerbos-sdk-javascript, cerbos-sdk-net, cerbos-sdk-php, cerbos-sdk-python, cerbos-sdk-ruby, cerbos-sdk-rust"
pusher-http-ruby,https://github.com/pusher/pusher-http-ruby,"Go, Ruby",-,"pusher-http-dotnet, pusher-http-go, pusher-http-java, pusher-http-node, pusher-http-php, pusher-http-python, pusher-http-ruby, pusher-http-swift"
scout_apm_ruby,https://github.com/scoutapp/scout_apm_ruby,"Go, Ruby",_,"scout_apm_elixir, scout_apm_go, scout_apm_node, scout_apm_python, scout_apm_ruby"
pact-ruby,https://github.com/pact-foundation/pact-ruby,"Go, Ruby",-,"pact-cplusplus, pact-go, pact-js, pact-jvm, pact-net, pact-php, pact-python, pact-ruby"
stripe-ruby,https://github.com/stripe/stripe-ruby,"Go, Ruby",-,"stripe-dotnet, stripe-go, stripe-java, stripe-js, stripe-node, stripe-php, stripe-python, stripe-ruby"
sentry-ruby,https://github.com/getsentry/sentry-ruby,Go,-,"sentry-clj, sentry-dart, sentry-dotnet, sentry-elixir, sentry-flutter, sentry-go, sentry-java, sentry-javascript, sentry-lua, sentry-ocaml, sentry-php, sentry-python, sentry-ruby, sentry-rust"
ably-ruby,https://github.com/ably/ably-ruby,Go,-,"ably-dotnet, ably-flutter, ably-go, ably-java, ably-js, ably-php, ably-python, ably-ruby, ably-rust"
twitter-cldr-rb,https://github.com/twitter/twitter-cldr-rb,"Go, Ruby",-,"twitter-cldr-js, twitter-cldr-npm, twitter-cldr-rb"
ably-ruby-rest,https://github.com/ably/ably-ruby-rest,Go,-,"ably-dotnet, ably-flutter, ably-go, ably-java, ably-js, ably-php, ably-python, ably-ruby, ably-rust"
apexcharts.rb,https://github.com/styd/apexcharts.rb,"Go, Ruby",.,"apexcharts.js, apexcharts.rb"
danger,https://github.com/danger/danger,Go,-,"danger-js, danger-ts"
hiredis-rb,https://github.com/redis/hiredis-rb,Go,-,"hiredis-node, hiredis-py, hiredis-rb"
hipchat-rb,https://github.com/hipchat/hipchat-rb,"Go, Ruby",-,"hipchat-php, hipchat-rb"
rollbar-gem,https://github.com/rollbar/rollbar-gem,"Go, Ruby",-,"rollbar-flutter, rollbar-gem, rollbar-go, rollbar-java, rollbar-php, rollbar-rust"
lastpass-ruby,https://github.com/detunized/lastpass-ruby,"Go, Ruby",-,"lastpass-cpp, lastpass-ruby"
dd-trace-rb,https://github.com/datadog/dd-trace-rb,Go,-,"dd-trace-cpp, dd-trace-dotnet, dd-trace-go, dd-trace-java, dd-trace-js, dd-trace-php, dd-trace-py, dd-trace-rb, dd-trace-rs"
appsignal-ruby,https://github.com/appsignal/appsignal-ruby,"Go, Ruby",-,"appsignal-elixir, appsignal-javascript, appsignal-nodejs, appsignal-python, appsignal-rs, appsignal-ruby"
influxdb-client-ruby,https://github.com/influxdata/influxdb-client-ruby,"Go, Ruby",-,"influxdb-client-csharp, influxdb-client-dart, influxdb-client-go, influxdb-client-java, influxdb-client-js, influxdb-client-php, influxdb-client-python, influxdb-client-r, influxdb-client-ruby, influxdb-client-swift"
ice_age_rb,https://github.com/dpep/ice_age_rb,"Go, Ruby",_,"ice_age_py, ice_age_rb"
dogstatsd-ruby,https://github.com/datadog/dogstatsd-ruby,Go,-,"dogstatsd-python, dogstatsd-ruby"
typesense-ruby,https://github.com/typesense/typesense-ruby,"Go, Ruby",-,"typesense-dart, typesense-go, typesense-java, typesense-js, typesense-php, typesense-python, typesense-ruby, typesense-rust, typesense-swift"
instrumental_agent-ruby,https://github.com/instrumental/instrumental_agent-ruby,Go,-,"instrumental_agent-csharp, instrumental_agent-java, instrumental_agent-node, instrumental_agent-php, instrumental_agent-python, instrumental_agent-ruby"
mailgun-ruby,https://github.com/mailgun/mailgun-ruby,"Go, Ruby",-,"mailgun-go, mailgun-java, mailgun-php, mailgun-python, mailgun-ruby"
msgpack-ruby,https://github.com/msgpack/msgpack-ruby,"Go, Ruby",-,"msgpack-c, msgpack-erlang, msgpack-go, msgpack-haskell, msgpack-java, msgpack-javascript, msgpack-node, msgpack-ocaml, msgpack-perl, msgpack-php, msgpack-python, msgpack-ruby, msgpack-scala"
bson-ruby,https://github.com/mongodb/bson-ruby,"Go, Ruby",-,"bson-haskell, bson-ruby, bson-rust"
opensearch-ruby,https://github.com/opensearch-project/opensearch-ruby,Go,-,"opensearch-go, opensearch-java, opensearch-js, opensearch-net, opensearch-php, opensearch-py, opensearch-rs, opensearch-ruby"
reggae-ruby,https://github.com/atilaneves/reggae-ruby,"Go, Ruby",-,"reggae-js, reggae-lua, reggae-python, reggae-ruby"
detectlanguage-ruby,https://github.com/detectlanguage/detectlanguage-ruby,"Go, Ruby",-,"detectlanguage-csharp, detectlanguage-dotnet, detectlanguage-go, detectlanguage-java, detectlanguage-node, detectlanguage-php, detectlanguage-python, detectlanguage-ruby"
travis.rb,https://github.com/travis-ci/travis.rb,"Go, Ruby",.,"travis.js, travis.rb"
line-bot-sdk-ruby,https://github.com/line/line-bot-sdk-ruby,"Go, Ruby",-,"line-bot-sdk-go, line-bot-sdk-java, line-bot-sdk-nodejs, line-bot-sdk-perl, line-bot-sdk-php, line-bot-sdk-python, line-bot-sdk-ruby"
yard,https://github.com/lsegal/yard,Go,-,"yard-go, yard-js"
client_ruby,https://github.com/prometheus/client_ruby,"Go, Ruby",_,"client_golang, client_java, client_python, client_ruby, client_rust"
sendgrid-ruby,https://github.com/sendgrid/sendgrid-ruby,"Go, Ruby",-,"sendgrid-csharp, sendgrid-go, sendgrid-java, sendgrid-nodejs, sendgrid-perl, sendgrid-php, sendgrid-python, sendgrid-ruby"
synvert-ruby,https://github.com/synvert-hq/synvert-ruby,"Go, Ruby",-,"synvert-javascript, synvert-ruby"
publicsuffix-ruby,https://github.com/weppos/publicsuffix-ruby,Go,-,"publicsuffix-go, publicsuffix-ruby"
puppet-blacksmith,https://github.com/voxpupuli/puppet-blacksmith,Go,-,"puppet-dotnet, puppet-erlang, puppet-nodejs, puppet-php, puppet-python"
docraptor-ruby,https://github.com/docraptor/docraptor-ruby,"Go, Ruby",-,"docraptor-csharp, docraptor-java, docraptor-javascript, docraptor-php, docraptor-python, docraptor-ruby"
gapic-generator-ruby,https://github.com/googleapis/gapic-generator-ruby,"Go, Ruby",-,"gapic-generator-cpp, gapic-generator-csharp, gapic-generator-go, gapic-generator-kotlin, gapic-generator-php, gapic-generator-python, gapic-generator-ruby, gapic-generator-typescript"
easypost-ruby,https://github.com/easypost/easypost-ruby,Go,-,"easypost-csharp, easypost-go, easypost-java, easypost-node, easypost-php, easypost-python, easypost-ruby"
zipkin-js,https://github.com/openzipkin/zipkin-js,Maven,-,"zipkin-go, zipkin-js, zipkin-php, zipkin-ruby"
websocket-extensions-node,https://github.com/faye/websocket-extensions-node,Maven,-,"websocket-extensions-node, websocket-extensions-ruby"
websocket-driver-node,https://github.com/faye/websocket-driver-node,Maven,-,"websocket-driver-node, websocket-driver-ruby"
vscode-uri,https://github.com/microsoft/vscode-uri,Maven,-,"vscode-go, vscode-maven, vscode-python"
vscode-test,https://github.com/microsoft/vscode-test,Maven,-,"vscode-go, vscode-maven, vscode-python"
vow-queue,https://github.com/dfilatov/vow-queue,Maven,-,"vow-fs, vow-node"
vow,https://github.com/dfilatov/vow,Maven,-,"vow-fs, vow-node"
vow-fs,https://github.com/dfilatov/vow-fs,Maven,-,"vow-fs, vow-node"
twilio-webrtc.js,https://github.com/twilio/twilio-webrtc.js,Maven,-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
twilio-voice.js,https://github.com/twilio/twilio-voice.js,Maven,-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
twilio-video.js,https://github.com/twilio/twilio-video.js,Maven,-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
twilio-client.js,https://github.com/twilio/twilio-client.js,Maven,-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
transifex-javascript,https://github.com/transifex/transifex-javascript,Maven,-,"transifex-java, transifex-javascript, transifex-python, transifex-swift"
swagger-editor,https://github.com/swagger-api/swagger-editor,Maven,-,"swagger-js, swagger-node, swagger-scala"
suggestions-jquery,https://github.com/hflabs/suggestions-jquery,Maven,-,"suggestions-csharp, suggestions-js"
stripe-node,https://github.com/stripe/stripe-node,Maven,-,"stripe-dotnet, stripe-go, stripe-java, stripe-js, stripe-node, stripe-php, stripe-python, stripe-ruby"
sockjs-client,https://github.com/sockjs/sockjs-client,Maven,-,"sockjs-erlang, sockjs-node, sockjs-ruby"
socket.io-client,https://github.com/socketio/socket.io-client,Maven,-,"socket.io-client-cpp, socket.io-client-java, socket.io-client-swift"
smtpapi-nodejs,https://github.com/sendgrid/smtpapi-nodejs,Maven,-,"smtpapi-csharp, smtpapi-go, smtpapi-java, smtpapi-nodejs, smtpapi-php, smtpapi-python, smtpapi-ruby"
smithy-typescript,https://github.com/smithy-lang/smithy-typescript,Maven,-,"smithy-java, smithy-kotlin, smithy-python, smithy-rs, smithy-ruby, smithy-swift, smithy-typescript"
sigstore-js,https://github.com/sigstore/sigstore-js,Maven,-,"sigstore-go, sigstore-java, sigstore-js, sigstore-maven, sigstore-python, sigstore-rs, sigstore-ruby"
sendgrid-nodejs,https://github.com/sendgrid/sendgrid-nodejs,Maven,-,"sendgrid-csharp, sendgrid-go, sendgrid-java, sendgrid-nodejs, sendgrid-perl, sendgrid-php, sendgrid-python, sendgrid-ruby"
scarf-js,https://github.com/scarf-sh/scarf-js,Maven,-,"scarf-go, scarf-java, scarf-js, scarf-py"
rsocket-js,https://github.com/rsocket/rsocket-js,Maven,-,"rsocket-c, rsocket-cpp, rsocket-dart, rsocket-go, rsocket-java, rsocket-js, rsocket-kotlin, rsocket-net, rsocket-php, rsocket-py, rsocket-rb, rsocket-rust, rsocket-swift"
okta-auth-js,https://github.com/okta/okta-auth-js,Maven,-,"okta-auth-dotnet, okta-auth-java, okta-auth-js, okta-auth-swift"
neutralinojs-cli-appify,https://github.com/neutralinojs/neutralinojs-cli-appify,Maven,-,"neutralinojs-javascript, neutralinojs-kotlin, neutralinojs-typescript"
msgpack-lite,https://github.com/kawanet/msgpack-lite,Maven,-,"msgpack-javascript, msgpack-ts"
vscode,https://github.com/microsoft/vscode,Maven,-,"vscode-go, vscode-maven, vscode-python"
mixpanel-js,https://github.com/mixpanel/mixpanel-js,Maven,-,"mixpanel-flutter, mixpanel-go, mixpanel-java, mixpanel-js, mixpanel-node, mixpanel-php, mixpanel-python, mixpanel-ruby, mixpanel-swift"
mixpanel-node,https://github.com/mixpanel/mixpanel-node,Maven,-,"mixpanel-flutter, mixpanel-go, mixpanel-java, mixpanel-js, mixpanel-node, mixpanel-php, mixpanel-python, mixpanel-ruby, mixpanel-swift"
minio-js,https://github.com/minio/minio-js,Maven,-,"minio-cpp, minio-dotnet, minio-go, minio-hs, minio-java, minio-js, minio-py, minio-rs, minio-ruby"
msgraph-sdk-javascript,https://github.com/microsoftgraph/msgraph-sdk-javascript,Maven,-,"msgraph-sdk-dotnet, msgraph-sdk-go, msgraph-sdk-java, msgraph-sdk-javascript, msgraph-sdk-php, msgraph-sdk-python, msgraph-sdk-ruby, msgraph-sdk-typescript"
maptiler-sdk-js,https://github.com/maptiler/maptiler-sdk-js,Maven,-,"maptiler-sdk-js, maptiler-sdk-kotlin, maptiler-sdk-swift"
maplibre-tile-spec,https://github.com/maplibre/maplibre-tile-spec,Maven,-,"maplibre-java, maplibre-rs"
lunr.js,https://github.com/olivernn/lunr.js,Maven,.,"lunr.js, lunr.rs"
graphql-tools,https://github.com/apollographql/graphql-tools,Maven,-,"graphql-java, graphql-js"
json5,https://github.com/json5/json5,Maven,-,"json5-dotnet, json5-go"
json-logic-js,https://github.com/jwadhams/json-logic-js,Maven,-,"json-logic-js, json-logic-php"
jsog,https://github.com/jsog/jsog,Maven,-,"jsog-python, jsog-ruby"
jmespath.js,https://github.com/jmespath/jmespath.js,Maven,.,"jmespath.js, jmespath.lua, jmespath.php, jmespath.py, jmespath.rb, jmespath.rs, jmespath.swift"
jdenticon,https://github.com/dmester/jdenticon,Maven,-,"jdenticon-net, jdenticon-php"
jasmine-ajax,https://github.com/jasmine/jasmine-ajax,Maven,-,"jasmine-gem, jasmine-npm, jasmine-py"
jasmine-npm,https://github.com/jasmine/jasmine-npm,Maven,-,"jasmine-gem, jasmine-npm, jasmine-py"
indefinite-observable-js,https://github.com/material-motion/indefinite-observable-js,Maven,-,"indefinite-observable-js, indefinite-observable-swift"
mq-mqi-nodejs,https://github.com/ibm-messaging/mq-mqi-nodejs,Maven,-,"mq-mqi-nodejs, mq-mqi-python"
hsluv,https://github.com/hsluv/hsluv,Maven,-,"hsluv-c, hsluv-csharp, hsluv-go, hsluv-java, hsluv-javascript, hsluv-lua, hsluv-php, hsluv-python, hsluv-ruby, hsluv-swift"
h3-js,https://github.com/uber/h3-js,Maven,-,"h3-go, h3-java, h3-js, h3-py"
higgs-node,https://github.com/zcourts/higgs-node,Maven,-,"higgs-fs, higgs-node"
grpc-web,https://github.com/grpc/grpc-web,Maven,-,"grpc-dart, grpc-dotnet, grpc-go, grpc-haskell, grpc-java, grpc-kotlin, grpc-node, grpc-php, grpc-swift"
grpc-node,https://github.com/grpc/grpc-node,NPM,-,"grpc-dart, grpc-dotnet, grpc-go, grpc-haskell, grpc-java, grpc-kotlin, grpc-node, grpc-php, grpc-swift"
graphql-subscriptions,https://github.com/apollographql/graphql-subscriptions,Maven,-,"graphql-java, graphql-js"
graphql-tag,https://github.com/apollographql/graphql-tag,Maven,-,"graphql-java, graphql-js"
editorconfig-core-js,https://github.com/editorconfig/editorconfig-core-js,Maven,-,"editorconfig-core-c, editorconfig-core-go, editorconfig-core-java, editorconfig-core-js, editorconfig-core-lua, editorconfig-core-net, editorconfig-core-py, editorconfig-core-ruby"
autobahn-js,https://github.com/crossbario/autobahn-js,Maven,-,"autobahn-c, autobahn-cpp, autobahn-java, autobahn-js, autobahn-python"
centrifuge-js,https://github.com/centrifugal/centrifuge-js,Maven,-,"centrifuge-csharp, centrifuge-dart, centrifuge-go, centrifuge-java, centrifuge-js, centrifuge-python, centrifuge-swift"
apollo-client,https://github.com/apollographql/apollo-client,Maven,-,"apollo-kotlin, apollo-rs"
stream-js,https://github.com/getstream/stream-js,"Maven, NPM",-,"stream-go, stream-java, stream-js, stream-net, stream-node, stream-php, stream-py, stream-python, stream-ruby, stream-swift"
evernote-sdk-js,https://github.com/evernote/evernote-sdk-js,Maven,-,"evernote-sdk-cpp, evernote-sdk-csharp, evernote-sdk-java, evernote-sdk-js, evernote-sdk-perl, evernote-sdk-php, evernote-sdk-python, evernote-sdk-ruby"
elastic-transport-js,https://github.com/elastic/elastic-transport-js,Maven,-,"elastic-transport-go, elastic-transport-js, elastic-transport-net, elastic-transport-php, elastic-transport-python, elastic-transport-ruby"
app-search-javascript,https://github.com/elastic/app-search-javascript,Maven,-,"app-search-javascript, app-search-node, app-search-php, app-search-python, app-search-ruby"
edge-cs,https://github.com/tjanczuk/edge-cs,Maven,-,"edge-cs, edge-fs, edge-py"
cucumber-js,https://github.com/cucumber/cucumber-js,Maven,-,"cucumber-cpp, cucumber-js, cucumber-jvm, cucumber-lua, cucumber-node, cucumber-ruby"
node-coveralls,https://github.com/nickmerwin/node-coveralls,Maven,-,"coveralls-python, coveralls-ruby"
contentful.js,https://github.com/contentful/contentful.js,Maven,.,"contentful.java, contentful.js, contentful.net, contentful.php, contentful.py, contentful.rb, contentful.swift"
lang-yaml,https://github.com/codemirror/lang-yaml,Maven,-,"lang-cpp, lang-go, lang-java, lang-javascript, lang-php, lang-python, lang-rust"
